@relation 'parsejson'
@attribute probe_id numeric
% ping.py
@attribute ping_min numeric %% minimum ping RTT
@attribute ping_from string %% ping source IP
@attribute ping_asn numeric %% source ASN
@attribute ping_net string  %% source network name
% traceroute.py
@attribute tr_hopcount numeric %% number of public-ip hops to target
@attribute tr_aslen numeric    %% number of distinct ASes on the path
@attribute tr_exit_rtt numeric %% exit AS: max. RTT
@attribute tr_exit_asn numeric %% exit AS: last known ASN before target
@attribute tr_exit_net string  %% exit AS: network name
% ipv6.py
@attribute ipv6_rt numeric    %% response time
@attribute ipv6_size numeric  %% response size
@attribute ipv6_flags numeric %% header bit flags (decimal)
@attribute ipv6_rcode numeric %% response code
@attribute ipv6_rdata string  %% rdata of first reply
% qname.py
@attribute qname_rt numeric   %% reply time
@attribute qname_size numeric %% size of the reply
@attribute qname_ok numeric   %% 1 if letter case ok
@attribute qname_rdata string %% rdata of first reply
% tcp.py
@attribute tcp_rt numeric      %% reply time
@attribute tcp_size numeric    %% size of the reply
@attribute tcp_flags numeric   %% header bit flags (decimal)
@attribute tcp_rcode numeric   %% response code
% hostname.py
@attribute hostname_rt numeric    %% response time
@attribute hostname_size numeric  %% response size
@attribute hostname_flags numeric %% header bit flags (decimal)
@attribute hostname_rcode numeric %% response code
@attribute hostname_resp string   %% rdata of first answer
% version.py
@attribute version_rt numeric    %% response time
@attribute version_size numeric  %% response size
@attribute version_flags numeric %% header bit flags (decimal)
@attribute version_rcode numeric %% response code
@attribute version_resp string   %% rdata of first answer
% serverid.py
@attribute serverid_rt numeric    %% response time
@attribute serverid_size numeric  %% response size
@attribute serverid_flags numeric %% header bit flags (decimal)
@attribute serverid_rcode numeric %% response code
@attribute serverid_resp string   %% rdata of first answer
% dsfail.py
@attribute dsfail_rt numeric    %% response time
@attribute dsfail_size numeric  %% response size
@attribute dsfail_flags numeric %% header bit flags (decimal)
@attribute dsfail_rcode numeric %% response code
@attribute dsfail_rdata string  %% rdata of first reply
% dnskey.py
@attribute dnskey_rt numeric    %% response time
@attribute dnskey_size numeric  %% response size
@attribute dnskey_flags numeric %% header bit flags (decimal)
@attribute dnskey_rcode numeric %% response code
@attribute dnskey_qcount numeric %% query count
@attribute dnskey_acount numeric %% answer count
@attribute dnskey_nscount numeric %% authority count
@attribute dnskey_arcount numeric %% additional count
% nxdomain.py
@attribute nxd_rt numeric    %% response time
@attribute nxd_size numeric  %% response size
@attribute nxd_flags numeric %% header bit flags (decimal)
@attribute nxd_rcode numeric %% response code
@attribute nxd_rdata string  %% rdata of first answer
@attribute nxd_asn numeric   %% answer ASN
@attribute nxd_name string   %% answer network name
% whoami.py
@attribute whoami_rt numeric  %% response time
@attribute whoami_ip string   %% resolver ip address
@attribute whoami_asn numeric %% resolver asn
@attribute whoami_net string  %% resolver network name
% whoami2.py
@attribute whoami2_rt numeric  %% response time
@attribute whoami2_ip string   %% resolver ip address
@attribute whoami2_asn numeric %% resolver asn
@attribute whoami2_net string  %% resolver network name
% ground truth
@attribute hijacked {0,1}
@data
21067,16.7,111.67.86.138,45786,ISP,9,3,5.2,45147,PT_NAP_INFO_LINTAS_NUSA,719.6,74,33152,0,2607:f740:d::f77,7.9,46,1,157.240.13.35,51.7,46,33152,0,7.5,31,34176,0,?,7.0,87,34176,0,"Served by PowerDNS - http://www.powerdns.com",6.5,46,34176,0,?,7.5,35,32768,0,?,8.5,31,33696,0,1,0,0,1,22.2,134,33155,3,?,-1,?,17.6,203.171.221.203,45298,INTERLINK_TECHNOLOGY_PT,2726.4,43.245.184.184,131755,PT_AXARVA_MEDIA_TEKNOLOGI,1
21563,46.3,195.211.7.94,50166,RTCLOUD_LLC,9,4,1.6,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,425.7,122,33152,0,2607:f740:d::f77,2.0,181,0,31.13.72.36,104.0,46,33152,0,2.0,68,34048,0,"nsk-dns1-L",2.0,73,34048,0,"9.10.3-P4-Ubuntu",2.2,85,34048,0,?,2.1,437,32896,0,?,2.1,31,33696,0,1,0,0,1,46.4,134,33155,3,?,-1,?,117.5,188.43.29.66,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,392.7,188.43.29.66,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,1
21606,36.8,79.106.97.140,42313,ALBTELECOM_SHA,1,1,-1.0,-1,?,50.6,74,33152,0,2607:f740:d::f77,37.4,46,1,31.13.64.35,76.4,46,33152,0,38.9,31,33154,2,?,39.1,30,33154,2,?,39.5,38,33154,2,?,45.8,35,32898,2,?,35.8,31,33664,0,1,0,0,1,158.0,77,33152,0,218.93.250.18,4134,CHINANET,55.5,74.125.47.13,15169,GOOGLE_INC,58.1,74.125.47.153,15169,GOOGLE_INC,1
22780,29.7,81.95.208.138,20631,ARTECOM_LTD,11,5,29.5,31133,PJSC_MEGAFON,64.8,46,33154,2,?,2.7,181,0,31.13.72.36,62.2,46,33152,0,5.0,70,34048,0,"nm12.slan.ru",2.6,62,34048,0,"0.0.2",3.0,85,34048,0,?,2.8,437,32896,0,?,2.8,31,33696,0,1,0,0,1,32.4,134,33155,3,?,-1,?,158.7,91.194.164.69,20631,ARTECOM_LTD,216.7,91.194.164.69,20631,ARTECOM_LTD,1
23058,6.7,109.255.207.139,6830,LIBERTY_GLOBAL_OPERATIONS_BV,7,2,7.2,6830,LIBERTY_GLOBAL_OPERATIONS_BV,42.4,46,33154,2,?,50.1,169,1,31.13.65.36,-1,-1,-1,-1,1.4,68,33152,0,"c01-fw01.c01.localdomain",2.0,56,33152,0,"unbound 1.6.1",2.2,75,33152,0,"c01-fw01.c01.localdomain",3.3,12,32773,5,?,163.1,31,33696,0,1,0,0,1,37.3,134,33155,3,?,-1,?,170.5,109.255.207.139,6830,LIBERTY_GLOBAL_OPERATIONS_BV,271.9,109.255.207.139,6830,LIBERTY_GLOBAL_OPERATIONS_BV,1
23109,121.1,103.15.187.52,2519,ARTERIA_NETWORKS_CORPORATION,9,2,163.7,2519,ARTERIA_NETWORKS_CORPORATION,773.6,46,33154,2,?,113.4,125,1,31.13.76.68,363.1,113,33152,0,120.8,73,34048,0,"jp5.nordvpn.com",131.0,77,34048,0,?,133.8,85,34048,0,?,92.0,269,32896,0,?,649.8,31,33696,0,1,0,0,1,341.1,134,33155,3,?,-1,?,313.5,103.15.187.52,2519,ARTERIA_NETWORKS_CORPORATION,2346.2,103.15.187.52,2519,ARTERIA_NETWORKS_CORPORATION,1
25144,40.0,103.218.237.104,23860,ALLIANCE_BROADBAND_SERVICES_PVT_LTD,5,2,4.3,23860,ALLIANCE_BROADBAND_SERVICES_PVT_LTD,834.3,46,33154,2,?,2.7,181,0,157.240.7.35,5.0,169,33152,0,2.0,74,34048,0,"x3me-alliance-46",1.9,66,34048,0,"9.11.0-P3",2.2,85,34048,0,?,2.1,269,32896,0,?,3.3,31,33696,0,1,0,0,1,159.3,134,33155,3,?,-1,?,69.5,203.171.240.10,23860,ALLIANCE_BROADBAND_SERVICES_PVT_LTD,1164.2,203.171.240.11,23860,ALLIANCE_BROADBAND_SERVICES_PVT_LTD,1
28571,0.5,190.211.64.27,52328,CABLETEL_SA,1,1,-1.0,-1,?,306.4,46,33154,2,?,2.0,46,1,31.13.94.35,8.0,46,33152,0,3.4,31,33157,5,?,2.0,30,33157,5,?,2.3,38,33157,5,?,2.0,12,32773,5,?,2.5,31,33696,0,1,0,0,1,172.0,134,33155,3,?,-1,?,242.3,190.211.64.36,52328,CABLETEL_SA,1495.7,190.211.64.36,52328,CABLETEL_SA,1
30240,51.6,112.215.171.20,24203,PT_EXCELCOMINDO_PRATAMA_NETWORK_ACCESS_PROVIDER,5,1,-1.0,-1,?,-1,-1,-1,-1,?,21.6,46,1,157.240.7.35,109.5,46,33152,0,37.0,78,34048,0,?,38.9,77,34048,0,?,31.5,85,34048,0,?,18.8,437,32896,0,?,28.9,31,33696,0,1,0,0,1,37.4,134,33155,3,?,-1,?,337.0,202.152.254.245,17885,PT_EXCELCOMINDO_PRATAMA,772.5,112.215.37.182,17885,PT_EXCELCOMINDO_PRATAMA,1
30453,18.3,69.200.236.17,12271,TIME_WARNER_CABLE_INTERNET_LLC,12,3,20.8,2828,XO_COMMUNICATIONS,22.1,74,33152,0,2607:f740:d::f77,2.3,46,1,31.13.71.36,45.8,46,33152,0,-1,-1,-1,-1,?,4.8,55,34176,0,"dnsmasq-2.72",36.1,38,33154,2,?,47.0,35,32898,2,?,29.8,31,33664,0,1,0,0,1,42.4,134,33155,3,?,-1,?,35.2,74.125.19.3,15169,GOOGLE_INC,42.4,74.125.44.91,15169,GOOGLE_INC,1
2226,7.6,193.50.27.137,2200,RENATER,11,2,6.2,2200,RENATER,66.3,74,33152,0,2607:f740:d::f77,54.3,46,1,185.60.216.35,110.2,46,33152,0,54.4,31,33154,2,?,63.5,30,33154,2,?,66.4,38,33154,2,?,58.1,35,32898,2,?,67.7,31,33664,0,1,0,0,1,82.4,133,33155,3,?,-1,?,87.2,74.125.47.3,15169,GOOGLE_INC,82.6,74.125.181.13,15169,GOOGLE_INC,0
3082,1.4,152.66.115.70,2547,BME,6,4,1.8,1955,NIIFI_NEMZETI_INFORMACIOS_INFRASTRUKTURA_FEJLESZTESI_IRODA,77.4,74,33152,0,2607:f740:d::f77,55.4,46,1,185.60.216.35,118.6,46,33152,0,54.8,31,33154,2,?,58.2,30,33154,2,?,67.4,38,33154,2,?,65.6,35,32898,2,?,62.6,31,33664,0,1,0,0,1,95.0,133,33155,3,?,-1,?,72.9,74.125.47.148,15169,GOOGLE_INC,84.6,74.125.181.13,15169,GOOGLE_INC,0
4525,19.9,85.234.217.136,9031,EDPNET,10,3,16.4,1200,AMSTERDAM_INTERNET_EXCHANGE_BV,73.3,74,33152,0,2607:f740:d::f77,67.4,46,1,157.240.20.35,131.4,46,33152,0,67.9,31,33154,2,?,65.0,30,33154,2,?,86.4,38,33154,2,?,69.3,35,32898,2,?,63.4,31,34053,5,1,0,0,1,85.5,133,33155,3,?,-1,?,77.9,74.125.47.154,15169,GOOGLE_INC,77.4,173.194.169.100,15169,GOOGLE_INC,1
10777,14.6,192.165.72.126,33980,FROBBIT_AB,3,3,2.0,34244,TELESERVICE_BREDBAND_SKANE_AB,15.8,74,33152,0,2607:f740:d::f77,15.5,46,1,185.60.216.35,31.4,46,33152,0,15.7,31,33154,2,?,16.5,30,33154,2,?,14.4,38,33154,2,?,15.8,35,32898,2,?,15.7,31,33664,0,1,0,0,1,37.5,134,33155,3,?,-1,?,26.1,173.194.98.14,15169,GOOGLE_INC,110.7,74.125.74.15,15169,GOOGLE_INC,0
11361,13.5,94.230.160.79,48670,UNIS_LTD,7,3,12.0,3267,STATE_INSTITUTE_OF_INFORMATION_TECHNOLOGIES_AND_TELECOMMUNICATIONS_SIITT_INFORMIKA,13.3,74,33152,0,2607:f740:d::f77,13.2,46,1,185.60.216.35,26.3,46,33152,0,13.2,31,33154,2,?,13.1,30,33154,2,?,13.3,38,33154,2,?,13.6,35,32898,2,?,29.4,31,33664,0,1,0,0,1,72.0,134,33155,3,?,-1,?,30.9,74.125.74.12,15169,GOOGLE_INC,29.4,74.125.74.8,15169,GOOGLE_INC,0
12189,20.4,84.39.15.251,12871,KPN_BV,11,3,11.3,12871,KPN_BV,20.8,74,33152,0,2607:f740:d::f77,28.2,46,1,31.13.64.35,35.9,46,33152,0,26.5,31,33154,2,?,24.5,30,33154,2,?,18.7,38,33154,2,?,21.4,35,32898,2,?,31.2,31,33664,0,1,0,0,1,23.0,134,33155,3,?,-1,?,28.1,74.125.181.10,15169,GOOGLE_INC,28.6,173.194.170.7,15169,GOOGLE_INC,0
12793,24.6,156.62.42.23,24398,AUCKLAND_UNIVERSITY_OF_TECHNOLOGY,13,4,24.5,7575,AUSTRALIAN_ACADEMIC_AND_REASEARCH_NETWORK_AARNET,26.3,74,33152,0,2607:f740:d::f77,25.8,46,1,31.13.95.36,53.0,46,33152,0,26.4,31,33154,2,?,25.8,30,33154,2,?,26.1,38,33154,2,?,25.9,35,32898,2,?,26.6,31,33664,0,1,0,0,1,193.2,134,33155,3,?,-1,?,26.8,173.194.171.3,15169,GOOGLE_INC,26.9,74.125.41.72,15169,GOOGLE_INC,0
12889,53.3,80.234.29.206,12389,PJSC_ROSTELECOM,6,2,52.9,12389,PJSC_ROSTELECOM,56.5,74,33152,0,2607:f740:d::f77,53.4,46,1,185.60.216.35,111.7,46,33152,0,54.7,31,33154,2,?,58.8,30,33154,2,?,64.5,38,33154,2,?,56.7,35,32898,2,?,57.1,31,33664,0,1,0,0,1,110.9,134,33155,3,?,-1,?,53.8,74.125.74.11,15169,GOOGLE_INC,75.0,74.125.74.3,15169,GOOGLE_INC,0
13610,74.6,178.23.77.20,50919,INTERWORKS_SA,9,4,1.3,6799,OTENET_SA,48.2,74,33152,0,2607:f740:d::f77,48.3,46,1,185.60.216.35,97.2,46,33152,0,69.6,31,33154,2,?,51.3,30,33154,2,?,49.4,38,33154,2,?,48.5,35,32898,2,?,49.2,31,33664,0,1,0,0,1,94.6,134,33155,3,?,-1,?,52.2,74.125.47.149,15169,GOOGLE_INC,80.1,74.125.47.150,15169,GOOGLE_INC,0
14255,32.5,99.248.50.37,812,ROGERS_CABLE_COMMUNICATIONS_INC,11,2,19.6,812,ROGERS_CABLE_COMMUNICATIONS_INC,50.8,74,33152,0,2607:f740:d::f77,61.8,46,1,157.240.2.35,72.2,46,33152,0,51.7,31,33154,2,?,50.4,30,33154,2,?,39.1,38,33154,2,?,61.8,35,32898,2,?,53.3,31,33664,0,1,0,0,1,49.5,134,33155,3,?,-1,?,52.8,173.194.103.72,15169,GOOGLE_INC,150.3,173.194.103.74,15169,GOOGLE_INC,0
15097,1.4,202.83.109.9,18106,VIEWQWEST_PTE_LTD,6,2,1.6,18106,VIEWQWEST_PTE_LTD,3.7,74,33152,0,2607:f740:d::f77,2.7,46,1,157.240.7.35,5.0,46,33152,0,4.1,31,33154,2,?,3.3,30,33154,2,?,2.9,38,33154,2,?,2.8,35,32898,2,?,3.8,31,33664,0,1,0,0,1,44.9,134,33155,3,?,-1,?,3.9,74.125.190.129,15169,GOOGLE_INC,345.4,74.125.190.7,15169,GOOGLE_INC,0
15244,2.3,46.22.26.88,51873,ARCADE_SOLUTIONS_AG,4,3,1.8,51873,ARCADE_SOLUTIONS_AG,4.3,74,33152,0,2607:f740:d::f77,4.2,46,1,157.240.20.35,7.4,46,33152,0,4.2,31,33154,2,?,4.2,30,33154,2,?,4.6,38,33154,2,?,4.3,35,32898,2,?,4.3,31,33664,0,1,0,0,1,36.4,134,33155,3,?,-1,?,19.7,173.194.170.67,15169,GOOGLE_INC,39.0,173.194.170.101,15169,GOOGLE_INC,0
15408,5.2,37.35.104.100,198385,ALPINEDC_SA,5,3,0.8,198385,ALPINEDC_SA,21.6,74,33152,0,2607:f740:d::f77,6.2,46,1,31.13.64.35,12.4,46,33152,0,6.3,31,33154,2,?,6.3,30,33154,2,?,6.6,38,33154,2,?,6.4,35,32898,2,?,6.4,31,33664,0,1,0,0,1,34.4,134,33155,3,?,-1,?,21.5,74.125.181.6,15169,GOOGLE_INC,21.9,173.194.170.68,15169,GOOGLE_INC,0
18600,26.1,212.122.62.1,16097,HL_KOMM_TELEKOMMUNIKATIONS_GMBH,7,2,0.7,16097,HL_KOMM_TELEKOMMUNIKATIONS_GMBH,26.9,74,33152,0,2607:f740:d::f77,15.7,46,1,185.60.216.35,-1,-1,-1,-1,29.8,31,33154,2,?,27.1,30,33154,2,?,27.6,38,33154,2,?,18.0,35,32898,2,?,27.4,31,33664,0,1,0,0,1,46.1,134,33155,3,?,-1,?,29.4,74.125.47.147,15169,GOOGLE_INC,28.0,74.125.74.10,15169,GOOGLE_INC,0
19107,31.2,111.97.67.78,2516,KDDI_CORPORATION,7,2,32.4,2516,KDDI_CORPORATION,353.4,74,33152,0,2607:f740:d::f77,34.2,46,1,31.13.95.36,67.1,46,33152,0,33.6,31,33154,2,?,33.8,30,33154,2,?,37.5,38,33154,2,?,33.4,35,32898,2,?,69.1,31,33664,0,1,0,0,1,108.1,134,33155,3,?,-1,?,66.8,74.125.41.90,15169,GOOGLE_INC,70.0,74.125.41.77,15169,GOOGLE_INC,0
19823,13.2,134.103.248.117,553,UNIVERSITAET_STUTTGART,15,2,6.8,553,UNIVERSITAET_STUTTGART,16.8,74,33152,0,2607:f740:d::f77,14.7,46,1,185.60.216.35,34.3,46,33152,0,13.9,31,33154,2,?,14.1,30,33154,2,?,15.3,38,33154,2,?,14.8,35,32898,2,?,14.0,31,33664,0,1,0,0,1,24.0,134,33155,3,?,-1,?,17.0,173.194.169.12,15169,GOOGLE_INC,14.0,74.125.181.15,15169,GOOGLE_INC,0
21133,55.5,70.109.140.115,13672,FAIRPOINT_COMMUNICATIONS_INC,14,3,46.6,6461,ZAYO_BANDWIDTH_INC,59.1,74,33152,0,2607:f740:d::f77,43.3,46,1,31.13.71.36,85.8,46,33152,0,56.6,31,33154,2,?,57.1,30,33154,2,?,55.7,38,33154,2,?,42.8,35,32898,2,?,56.5,31,33664,0,1,0,0,1,73.8,134,33155,3,?,-1,?,57.8,74.125.44.86,15169,GOOGLE_INC,60.1,74.125.19.13,15169,GOOGLE_INC,0
22715,10.1,73.15.198.212,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,10,2,10.6,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,34.4,74,33152,0,2607:f740:d::f77,12.8,46,1,31.13.77.36,25.3,46,33152,0,33.9,31,33154,2,?,33.5,30,33154,2,?,13.1,38,33154,2,?,12.0,35,32898,2,?,33.6,31,33664,0,1,0,0,1,65.9,134,33155,3,?,-1,?,12.4,74.125.80.75,15169,GOOGLE_INC,176.2,74.125.186.66,15169,GOOGLE_INC,0
24240,17.7,86.29.99.159,5089,VIRGIN_MEDIA_LIMITED,7,2,25.3,5089,VIRGIN_MEDIA_LIMITED,25.4,74,33152,0,2607:f740:d::f77,29.9,46,1,185.60.216.35,51.5,46,33152,0,23.9,31,33154,2,?,25.3,30,33154,2,?,25.8,38,33154,2,?,22.4,35,32898,2,?,21.4,31,33664,0,1,0,0,1,39.8,134,33155,3,?,-1,?,25.2,74.125.47.151,15169,GOOGLE_INC,38.3,74.125.181.7,15169,GOOGLE_INC,0
24903,22.6,212.76.196.4,12571,INCAS_GMBH,10,3,6.8,3320,DEUTSCHE_TELEKOM_AG,15.0,74,33152,0,2607:f740:d::f77,34.0,46,1,157.240.20.35,48.7,46,33152,0,21.0,31,33154,2,?,21.4,30,33154,2,?,21.8,38,33154,2,?,18.2,35,32898,2,?,15.1,31,33664,0,1,0,0,1,35.6,134,33155,3,?,-1,?,23.5,74.125.47.143,15169,GOOGLE_INC,24.4,74.125.47.6,15169,GOOGLE_INC,0
27739,4.4,140.180.226.107,88,PRINCETON_UNIVERSITY,13,4,5.4,6453,TATA_COMMUNICATIONS_AMERICA_INC,21.1,74,33152,0,2607:f740:d::f77,5.6,46,1,31.13.71.36,12.4,46,33152,0,6.2,31,33154,2,?,5.5,30,33154,2,?,6.4,38,33154,2,?,6.7,35,32898,2,?,5.5,31,33664,0,1,0,0,1,35.0,134,33155,3,?,-1,?,22.7,74.125.44.135,15169,GOOGLE_INC,113.1,74.125.176.198,15169,GOOGLE_INC,0
27916,10.9,213.175.103.53,48680,COMPITEX_LTD,11,5,12.7,1299,TELIA_COMPANY_AB,14.3,74,33152,0,2607:f740:d::f77,19.0,46,1,185.60.216.35,37.8,46,33152,0,12.3,31,33154,2,?,14.9,30,33154,2,?,14.3,38,33154,2,?,17.8,35,32898,2,?,17.7,31,33664,0,1,0,0,1,36.3,134,33155,3,?,-1,?,29.3,74.125.74.4,15169,GOOGLE_INC,67.1,74.125.74.14,15169,GOOGLE_INC,0
28256,49.1,72.22.149.176,14813,COLUMBUS_TELECOMMUNICATIONS_BARBADOS_LIMITED,5,3,3.2,14813,COLUMBUS_TELECOMMUNICATIONS_BARBADOS_LIMITED,64.4,74,33152,0,2607:f740:d::f77,52.8,46,1,31.13.73.36,103.3,46,33152,0,50.8,31,33154,2,?,51.0,30,33154,2,?,50.9,38,33154,2,?,53.8,35,32898,2,?,50.8,31,33664,0,1,0,0,1,93.5,134,33155,3,?,-1,?,68.0,173.194.97.13,15169,GOOGLE_INC,64.5,74.125.184.11,15169,GOOGLE_INC,0
28711,35.2,219.75.254.50,17511,KOPTICOM_CORPORATION,12,2,4.8,17511,KOPTICOM_CORPORATION,36.5,74,33152,0,2607:f740:d::f77,36.6,46,1,31.13.95.36,86.7,46,33152,0,39.4,31,33154,2,?,37.3,30,33154,2,?,37.1,38,33154,2,?,39.6,35,32898,2,?,43.7,31,33664,0,1,0,0,1,55.2,134,33155,3,?,-1,?,36.7,74.125.41.10,15169,GOOGLE_INC,37.4,173.194.93.18,15169,GOOGLE_INC,0
28878,1.5,202.87.48.14,17439,NETMAGIC_DATACENTER_MUMBAI,7,3,1.2,4755,TATA_COMMUNICATIONS_FORMERLY_VSNL_IS_LEADING_ISP,64.4,74,33152,0,2607:f740:d::f77,2.6,46,1,31.13.78.35,5.2,46,33152,0,2.3,31,33154,2,?,2.5,30,33154,2,?,2.7,38,33154,2,?,2.6,35,32898,2,?,3.1,31,33664,0,1,0,0,1,289.4,134,33155,3,?,-1,?,65.5,172.217.32.142,15169,GOOGLE_INC,62.3,74.125.190.2,15169,GOOGLE_INC,0
29748,26.4,109.193.200.228,29562,KABEL_BW,10,3,15.9,6830,LIBERTY_GLOBAL_OPERATIONS_BV,25.5,74,33152,0,2607:f740:d::f77,25.1,46,1,157.240.20.35,53.8,46,33152,0,24.3,31,33154,2,?,32.4,30,33154,2,?,25.0,38,33154,2,?,34.8,35,32898,2,?,31.1,31,33664,0,1,0,0,1,42.5,134,33155,3,?,-1,?,25.0,74.125.47.154,15169,GOOGLE_INC,26.2,74.125.47.15,15169,GOOGLE_INC,0
1102,12.7,184.189.217.181,22773,COX_COMMUNICATIONS_INC,7,2,13.8,22773,COX_COMMUNICATIONS_INC,72.8,46,33154,2,?,70.7,46,1,157.240.11.35,-1,-1,-1,-1,55.1,44,34176,0,"",54.6,65,34176,0,"dnsmasq-2.15-OpenDNS-1",75.2,40,34176,0,"",56.2,35,32901,5,?,248.0,444,33664,0,1,2,0,0,92.2,136,33155,3,?,-1,?,62.8,204.194.237.11,30607,302_DIRECT_MEDIA_LLC,571.1,204.194.237.11,30607,302_DIRECT_MEDIA_LLC,1
1368,43.9,79.136.240.33,48818,RESEARCHPRODUCTION_COMPANY_INFORMATION_SECURITY_SYSTEMS_LTD,11,4,5.9,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,477.4,122,33152,0,2607:f740:d::f77,370.6,181,0,31.13.72.36,194.1,46,33152,0,62.4,68,34048,0,"nsk-dns2-M",63.7,73,34048,0,"9.10.3-P4-Ubuntu",74.6,85,34048,0,?,55.8,437,32896,0,?,70.2,31,33696,0,1,0,0,1,100.8,133,33155,3,?,-1,?,118.3,188.43.29.74,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,649.0,188.43.29.74,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,1
2059,54.6,83.219.200.66,29518,BREDBAND2_AB,3,2,50.3,29518,BREDBAND2_AB,1307.5,122,33152,0,2607:f740:d::f77,109.0,181,0,31.13.76.68,184.7,169,33152,0,110.4,64,34048,0,"Balder",115.8,73,34048,0,"9.10.3-P4-Ubuntu",125.6,85,34048,0,?,98.8,437,32896,0,?,287.1,31,33696,0,1,0,0,1,148.0,133,33155,3,?,-1,?,-1,?,-1,?,711.0,83.219.200.20,29518,BREDBAND2_AB,1
3072,10.1,5.104.23.10,198977,UNARTEL_SRO,6,3,10.6,8251,FREETEL_SRO,87.3,74,33152,0,2607:f740:d::f77,56.7,46,1,157.240.20.35,114.8,46,33152,0,57.7,31,33157,5,?,59.5,30,33157,5,?,69.8,27,33157,5,?,59.0,35,32898,2,?,69.1,316,33664,0,1,2,0,0,82.0,136,33155,3,?,-1,?,58.6,146.112.129.14,36692,OPENDNS_LLC,84.7,146.112.129.14,36692,OPENDNS_LLC,1
3845,2.5,46.188.42.80,8334,2COM_CO_LTD,6,3,2.4,39153,LLC_SETEL,729.9,46,33154,2,?,55.5,169,1,31.13.72.36,112.5,169,33152,0,54.3,73,34176,0,"dns1.com2com.ru",54.5,51,34176,0,"dnsmasq-",66.3,85,34176,0,?,58.2,437,32896,0,?,62.9,31,33664,0,1,0,0,1,67.0,133,33155,3,?,-1,?,162.9,195.98.160.26,8334,2COM_CO_LTD,171.7,195.98.160.26,8334,2COM_CO_LTD,1
4882,1.0,193.187.80.35,59494,ENIGMA_TELECOM_LTD,1,1,-1.0,-1,?,123.0,74,33152,0,2607:f740:d::f77,79.8,46,0,31.13.92.36,138.3,46,33152,0,63.1,12,33156,4,?,57.2,12,33156,4,?,87.2,12,33156,4,?,232.0,51,33152,0,69.252.80.75,150.7,592,33152,0,1,3,0,0,329.6,60,33155,3,?,-1,?,305.5,185.84.19.51,2914,NTT_AMERICA_INC,166.3,185.84.19.51,2914,NTT_AMERICA_INC,1
11925,682.2,37.252.107.44,29286,SKYLOGIC_SPA,6,3,625.5,29286,SKYLOGIC_SPA,4.7,46,33152,0,?,711.2,46,1,31.13.64.35,1633.4,46,33152,0,-1,-1,-1,-1,?,-1,-1,-1,-1,?,-1,-1,-1,-1,?,2.7,51,33152,0,69.252.80.75,1427.4,444,33152,0,1,2,0,0,773.9,61,34179,3,?,-1,?,765.9,88.202.120.241,29286,SKYLOGIC_SPA,878.1,88.202.120.241,29286,SKYLOGIC_SPA,1
12331,19.5,73.135.127.227,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,12,2,13.4,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,107.5,74,33152,0,2607:f740:d::f77,17.1,46,1,31.13.73.36,47.3,46,33152,0,17.6,31,33157,5,?,2.0,55,34176,0,"dnsmasq-2.76",17.3,27,33157,5,?,17.2,51,32896,0,69.252.80.75,17.0,444,33664,0,1,2,0,0,25.0,137,33155,3,?,-1,?,16.7,208.69.32.70,36692,OPENDNS_LLC,261.4,208.69.32.70,36692,OPENDNS_LLC,1
18337,18.1,78.24.56.69,43583,JSC_MOBICOM_VOLGA,9,3,16.8,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,192.7,122,33152,0,2607:f740:d::f77,17.0,181,0,185.60.216.35,35.3,169,33152,0,17.2,68,34048,0,"msk-dns1-B",17.0,73,34048,0,"9.10.3-P4-Ubuntu",17.4,85,34048,0,?,17.0,437,32896,0,?,17.1,31,33696,0,1,0,0,1,19.2,134,33155,3,?,-1,?,59.4,188.43.29.2,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,-1,?,-1,?,1
18845,30.7,36.82.0.82,17974,PT_TELEKOMUNIKASI_INDONESIA,11,2,30.3,7713,PT_TELEKOMUNIKASI_INDONESIA,362.0,46,33154,2,?,2.8,46,1,157.240.13.35,62.0,46,33152,0,14.6,31,33157,5,?,14.9,30,33157,5,?,17.4,27,33157,5,?,15.4,437,32896,0,?,18.4,31,33152,0,1,0,0,1,69.0,150,33152,0,36.66.1.8,17974,PT_TELEKOMUNIKASI_INDONESIA,230.6,180.241.110.90,17974,PT_TELEKOMUNIKASI_INDONESIA,4316.0,180.241.110.178,17974,PT_TELEKOMUNIKASI_INDONESIA,1
